created_at,text
2021-05-08 16:30:02,"[ON] Downsview Arena is now open to all residents and workers of TORONTO HOTSPOT POSTAL CODES ONLY. 

https://t.co/qP2kzOxQGg #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 16:20:22,"[ON] 18+ TORONTO (M) HOTSPOTS LIVE OR WORK TODAY AND TOMORROW! Woodbine Racetrack 555 Rexdale Blvd. M9R M9V M9W prioritized. NO OHIP required!
https://t.co/wfLhet7I3h #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 16:06:49,"[ON] NORTH YORK! 

No line at downsview arena right now. See the post for the postal codes and you can either be a resident or worker for those. GET YOUR SHOTS!!!

https://t.co/XIl0lXVFX4 #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/DbxQjJFUqF"
2021-05-08 15:37:00,"[ON] Woodbridge 40+
Medbrands I.D.A. Pharmacy: 1-53 Woodbridge Avenue
10 AstraZeneca doses available (EXPIRING!)
Walk-in appointment available before 2pm
Call 905 850 0634 to book
DOSE 1 ONLY #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/nrv5iQFgMt"
2021-05-08 15:20:37,"[MB] Brandon MB Lets get vaccinated at WALMART!!!!
MONDAY AND TUESDAY!!!
https://t.co/YhpIQeUwLn #COVID19 #COVID19Vaccine #COVID19MB #vhcMB https://t.co/819ixBKYkz"
2021-05-08 15:13:37,"[ON] PEEL 18+ LIVE OR WORK!!! All Peel postal codes! BIC (6 Lowry Dr) WALK-INS TODAY from 4pm-9pm!!
https://t.co/fmhT6EUUrL #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 15:11:37,"[ON] Woodbridge 40+
Medbrands I.D.A. Pharmacy: 1-53 Woodbridge Avenue
60 AZ doses available, Appt. spots available to be filled, please visit https://t.co/3lJKxhCW83 to sign up!
Walk-in only between 4pm - 7:30pm
‍♀️ #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/O71jOcV3VX"
2021-05-08 15:00:05,"[ON] 18+ RESIDENTS OF ALL TORONTO PRIORITY POSTAL CODES
AT WARDEN HILLTOP CC (25 MENDELSSOHN STREET)
Proof of Residence Req'd
TODAY from 8am
WALK-IN OR BOOK IN ADVANCE:
https://t.co/n411pvG2i2 #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/7joyyf9CN9"
2021-05-08 14:51:29,"[ON] PEEL 18+ RESIDENTS!!! All Peel postal codes! MAC (2550 Dunwin Dr) WALK-INS TODAY from 4pm-9pm!! Priority given to standby list https://t.co/JXbFG9anUq
https://t.co/tmGN1guwaG #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 14:47:09,"[ON] NEW POPUP ALERT! MAY 9 + 10! Oriole Arena (2975 Don Mills Rd) for people 18+ LIVING in: M2J, M2M, M2R, M3H, M3A. BOOK ONLINE NOW!!! Lot's of spots available! https://t.co/JctxJw9Bdi #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 14:45:05,"[ON] Would you like to visualize where the 18+ vaccine pharmacies are located?

https://t.co/gYiZHtWUTn

Credit to @Carinasmile2012 for creating this!!! #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/DOtDIDhZkl"
2021-05-08 14:30:04,"[ON] 18+ Living in a Toronto (""M"") Hotspot? C'mon down to Community Place Hub to get vaxxed RIGHT NOW!! (1765 Weston Road) 10:30am-5pm TODAY. Appointments available online or walk-in. https://t.co/FkM0AbJiFb #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 14:00:08,"[ON] IT'S BACK! St. John the Evangelist Catholic School (23 George Street) is open to 18+ living or working in ALL ""M"" HOTSPOTS. 10am-7pm TODAY!  Let's get vaxxed!! https://t.co/MwabspPf80 #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 14:00:04,[ON] NORTH YORK: Grandravine CC (23 Grandravine Drive) 18+ Live or Work! M3H M3J M3L M3M M3N M6A M6K M6L M9L M9M M9N starts RIGHT NOW! 10am-7pm Sat/Sun GET VAXXED TODAY! https://t.co/3UPF1nIkwY #COVID19 #COVID19Vaccine #COVID19ON #vhcON
2021-05-08 13:57:00,"[ON] PEEL 18+ RESIDENTS!! L4V, L4Y, L5E, L5G, L5H, L5J, L5S, L7E, L7K! Lots of appointments opening up, and lots left for today!!
https://t.co/x6wkWANguP #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 13:00:08,"[ON] NORTH YORK! DOWNSVIEW ARENA Walk-in Clinic begins RIGHT NOW until doses run out! NEW POSTALS ADDED: 18+ LIVE/WORK M2R, M3H, M6A, M6E. C'MON NORTH YORK! Check the following link for FULL Postal Code list. https://t.co/2jvYRDg2gh #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 13:00:05,[ON] M1B GO GET VAXXED RIGHT NOW! If you're 18+ and live in M1B GO NOW TO Malvern Christian Assembly (6705 Sheppard Ave E) and get a ticket for a same-day appt TODAY! #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/XEPCHAK0Fz
2021-05-08 12:38:12,"[ON] Woodbridge 40+
MEDBRANDS IDA PHARMACY: 53 WOODBRIDGE AVE UNIT1
60 AZ doses available, Booking available online, visit https://t.co/3lJKxhCW83
Unfilled Appt. spots still available: May 10 to 12
Near Big Cannoli Lane #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/yBnBWRiLje"
2021-05-08 11:48:50,"[ON] DROP-IN: 18+ M3C M4H
PRE-BOOK: ALL PROVINCIALLY-ELIGIBLE POPULATIONS 
Thorncliffe Park Community Hub, May 8, 11, 12 and 14 
(Booking: https://t.co/TCKPDibopx)
https://t.co/0RbGrH1Ib6 #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 11:43:17,"[ON] 18+ IN ALL *TORONTO* HOTSPOT POSTAL CODES + CRESCENT TOWN
DROP-IN TODAY FROM 8AM UNTIL SUPPLIES RUN OUT
25 Mendelssohn Street, Scarborough (Warden Hilltop Community Centre)
Updates via @ETHPNews #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/ANme75M2MS"
2021-05-08 09:30:05,[ON] M1B it's VACCINE DAY!! If you're 18+ and live in M1B DROP BY TODAY @ Malvern Christian Assembly (6705 Sheppard Ave E)! Tickets for same-day appts will be handed out starting @ 7am for 9am-5pm. #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/rzommk766t
2021-05-08 06:00:07,"[MB] WINNIPEG LETS GO TO WALMART
🦋🦋🦋🦋🦋🦋
https://t.co/YhpIQeUwLn #COVID19 #COVID19Vaccine #COVID19MB #vhcMB https://t.co/zjM4maAVY4"
2021-05-08 02:00:30,"Thanks for celebrating with us and while we paused our alerts for the hour. We now get back to our regular programming. 

Please feel free to keeping tagging us in your #VHCvaxxxie pics! https://t.co/gMt3OtAv9z"
2021-05-08 01:54:28, https://t.co/2vdkiFq5Kh
2021-05-08 01:52:04,Look at that smile! Love to see a happy #VHCvaxxie https://t.co/djSlCRqFZA
2021-05-08 01:51:26,We dig the vaccine + pizza combo. https://t.co/Wr94F2lQCt
2021-05-08 01:36:29,Excellent advice! Follow us for delicious alerts to book your appointment as soon as possible. https://t.co/bR4FLSc61i
2021-05-08 01:33:04,Someone is sure happy about their vaccine!! What a great #VHCvaxxie ! https://t.co/TJGnFvpd5c
2021-05-08 01:31:48,"Canada! Keep those #VHCvaxxie pics coming!

Here’s one from our director @joshkalpin https://t.co/EI9cjXdH82"
2021-05-08 01:22:36,Oh what a feeling! https://t.co/3iqR11sg8v
2021-05-08 01:20:10,Way to go! https://t.co/GdN4d9HRhp
2021-05-08 01:20:03,"Michelle has helped book 7 people for their vaccines! If you're able, please #payitforward like she has and help your friends, family members and neighbours book their vaccines. https://t.co/aXDuiBZCfm"
2021-05-08 01:15:02,"Great job, Dr. Kaplan-Myrth! Congrats on your vaccine, Ariel. https://t.co/IdjblK4Lkl"
2021-05-08 01:12:10,Rockin the pandemic hairdo and bandaid! https://t.co/6y8jgGgRg7
2021-05-08 01:00:04," Nous aimerions voyer vos selfies du jour du vaccin, Canada! 

Pendant la prochaine heure, nous avons suspendu nos alertes vaccinales habituelles pour que nous puissions célébrer!

Partagez votre selfie du vaccin, et utilisez #VHCvaxxie

Montrez-nous vos photos!  https://t.co/WdQYlnt96a"
2021-05-08 00:58:35," Let’s see those vaccine-day selfies, Canada!  

For the next hour we’ve paused our usual vaccine alerts so we can celebrate!

Share your vaccine-day selfie, tag us and make sure to use the #VHCvaxxie hashtag!

Show us your shots!  https://t.co/6f4dEt5ZML"
2021-05-07 23:42:20," Plus de 15 millions de canadiens ont déjà été vaccinés! 

CE SOIR: 21 h à 22 h EST, nous désactiverons nos alertes vaccinales régulières pour célébrer!

 Tweetez-nous vos selfies de la journée de vaccination et utilisez «#VHCvaxxie» pour que nous puissions les partager https://t.co/XecfWtMWDD"
2021-05-07 23:36:48," Over 15,000,000 Canadians have been vaccinated

TONIGHT: from 9pm-10pm EST we’re pausing our usual vaccine alerts to celebrate!

 Tweet us your vaccine-day selfies and make sure to use the #VHCvaxxie hashtag so we can share them with all of Canada! https://t.co/NylsBSbirP"
2021-05-07 23:30:01,"[QC] 18+ Baie James - 1ere ou 2e dose de vaccin, il reste des rendez-vous en mai et juin - There are appointments left in May and June for 1st/2nd dose for James Bay residents https://t.co/8U7xu8gxuA #COVID19 #COVID19Vaccine #COVID19QC #vhcQC"
2021-05-07 23:25:20,"[BC] SURREY TIME TO HURRY 30+
https://t.co/INcjuQisTw
 #COVID19 #COVID19Vaccine #COVID19BC #vhcBC https://t.co/lWXns1isUQ"
2021-05-07 23:10:47,"[ON] Brampton (NE) (Pfizer Vaccine - Please confirm eligibility before booking) 18+ 
🥳   🥳   🥳   
https://t.co/rLR3xX80Tc #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 23:07:13,"[ON] 18+ RESIDENTS of M2M, M2R, M2J, M3H, M3A

NYGH has released appointments for tomorrow (May 8) and Sunday (May 9)

https://t.co/rSvSJ72LdE #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 23:06:35,"[ON] RE: 18+ opportunities this was literally announced today so please be kind to the pharmacists who are handling the changeover. 

https://t.co/yZIlSfeTvo #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 23:00:05,"[ON] 18+ RESIDENTS OF ALL TORONTO PRIORITY POSTAL CODES
AT WARDEN HILLTOP CC (25 MENDELSSOHN STREET)
Proof of Residence Req'd
MAY 8 from 8am
WALK-IN OR BOOK IN ADVANCE:
https://t.co/n411pvG2i2 #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/ffPVzdikPo"
2021-05-07 22:39:10,"[ON] WAKE UP ONTARIO A TON MORE 18+ OPPORTUNITIES HAVE DROPPED!!!
ELIGIBILITY HERE AND PLACES HERE--&gt; 

https://t.co/cJ8qSaxd1R #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/4JbQYwriw9"
2021-05-07 22:37:24,"[ON] TORONTO 40+ 
Mon-Fri 10:00am-6:30pm &amp; Sat 10am-3:00pm. 
Either Call into the pharmacy at the same number (905-846-9666) or book via 

https://t.co/ZQwv7rv9Kg #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 22:20:04,[ON] M1B this weekend calls for VACCINES!! If you're 18+ and live in M1B DROP BY Malvern Christian Assembly (6705 Sheppard Ave E) TOMORROW! Tickets for same-day appts will be handed out starting @ 7am for 9am-5pm. #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/sibh2aCEff
2021-05-07 22:16:34,"[ON] We're hearing that St John the Evangelist Catholic School @ 23 George St, York, ON M9N 2B4 is done for today: https://t.co/kfc66RuNzt #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 21:31:07,"[ON] Cambridge 40+
Cambridge Walmart: 22 Pinebush Road
Tons of Appt. available for Tonight and Saturday!
https://t.co/rLR3xX80Tc

Cambridge Farmers' Market OPEN, every Saturday from 7 am - 1 pm!
‍‍ #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/zEBG0RhtCb"
2021-05-07 21:13:07,"[SK] Prince Albert, 35+ TONS OF APPOINTMENTS THIS WEEKEND 
https://t.co/33Rg5nSrqJ
✌
#SHOTGIRLSUMMER #VAXEDWAXEDANDRELAXED #COVID19 #COVID19Vaccine #COVID19SK #vhcSK"
2021-05-07 21:08:36,"[AB] Lloydminster, 35+ TONS OF APPOINTMENTS THIS WEEKEND #SHOTGIRLSUMMER 
https://t.co/INcjuQisTw

5211 - 44 Street,Lloydminster,Alberta,T9V 0A7 #COVID19 #COVID19Vaccine #COVID19AB #vhcAB https://t.co/nkl1ma3w8Q"
2021-05-07 21:03:41,"[ON] TORONTO ONLY (M POSTAL CODES)! 

23 George St, York, ON M9N 2B4

WE DON'T KNOW HOW MANY DOSES ARE LEFT. WE DO KNOW THEY PROBABLY HAVE A LOT AND DEFINITELY NEED PEOPLE SO GOOOOOOOOOOOOOO.

https://t.co/vquk9DQkpJ #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 20:54:14,"[ON] 40+ Uxbridge

Great opportunity to get your shot (with appointments too!). Appointments are open now for dates starting Monday.

https://t.co/GqYdFhtcvG #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 20:31:00,"[ON] 18+ EVERYONE IN TORONTO

St John the Evangelist Catholic School @ 23 George St, WESTON (not downtown) is OPEN FOR EVERYONE IN TORONTO 18+! 

THIS IS NOT A DRILL. IT IS YOUR CHANCE EVERYONE GOOOOOOOOOOOOOO!!!

https://t.co/wFcFc9VSgb #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 20:29:29,"[ON] CHANGE ALERT 
Interval for urban #Indigenous in Ontario has been reversed to the original 21-28 day schedule

https://t.co/UAlvJYpSti #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 20:09:42,"[ON] 18+ L1S, L1T, L1V, L1X and L1Z.

Hearing there are ~300 doses left and not much of a line at the Pickering Town Centre (entrance #5 - west side - clinic will be inside) clinic. Durham go get those shots!

https://t.co/Jpn2V5fx53 #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 19:55:11,"[ON] M1G, M1H &amp; M1P THERE ARE STILL APPTS LEFT @ Tredway Woodsworth PS (112 Sedgement Dr)!!! 18+ proof of address req'd. https://t.co/9pyRRnPWpH #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 19:53:24,"[ON] GTA Need help getting to your vaccine location? Check out your options here!!

https://t.co/MstieycTT7 #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 19:46:56,[QC] Montréal - https://t.co/KHYEGKmar1 #COVID19 #COVID19Vaccine #COVID19QC #vhcQC
2021-05-07 19:09:24,"[ON] PEEL AND ETOBICOKE 18+!! All Peel postal codes + M9R, M9V, M9W! New vaccination site with lots of appointments for this Tuesday, May 11!!!
https://t.co/F14OmDXYZD #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 19:07:27,"[ON] HALTON 16+ L9E 
Oakville - St. Volodymyr Cultural Centre TODAY!!
Oakville Trafalgar Memorial Hospital MAY 11 
https://t.co/s2dP9BmJb4 #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 18:59:54,"[ON] London 40+ 
London (E) Walmart: 330 Clarke Road
Got morning plans this weekend? 
Don't worry; these appointments are for the evening! 
https://t.co/rLR3xX80Tc
 #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/nwF9c1Untr"
2021-05-07 18:39:56,"[ON] 18+ PEEL

Vaccination spots are available for any Peel residents 18+ at Forest Glen Public School, May 8 and 9. 

Call 1-833-632-6819 between 8 a.m. – 8 p.m. for an appointment

https://t.co/WdNzluTdDF #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 18:37:48,"[ON] TORONTO!

17000 more vaccination slots are opening up next week at the mass vaccination sites. See the link for details and eligibility!

https://t.co/q7iBA7c86k #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 18:22:22,"[ON] 18+ RESIDENTS of M6E, M6H, M6B, M9P, M3L, M6L, M3M, M9M, M9V WEST PARK NEW ELIGIBILITY in addition to M6M, M6N, M9N, M9A, M9B, M9C, M8V or M6K 

Community Place Hub GO RIGHT NOW!! Walk-In or Pre-register!
https://t.co/SVtwRR9pIP #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 18:09:58,"[ON] PEEL 18+ LIVE OR WORK!! All Peel postal codes!! BIC (6 Lowry Drive) taking WALK-INS TODAY from 4pm-9pm, appointments get priority. LET'S GOOO!!!
https://t.co/I6Uwre62dk #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 18:08:52,"[ON] WARDEN HILLTOP UPDATE: WALK INS DONE for today, REOPENS TOMORROW. If you have an APPOINTMENT FOR TODAY YOU ARE GOOD TO GO.
https://t.co/Nd0L6YPY20 #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 17:49:26,"[ON] Mississauga 40+
Shoppers drug mart #774: 700 Burnhamthorpe Rd. E.
70 AZ doses available, Walk-in's accepted Today and rest of the weekend 10-6 pm!
No line-ups! Fast and Easy Process!
Next to Nova Bakery! #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/2fLXIoKh5D"
2021-05-07 17:30:05,"[ON] NORTH YORK! Are you 18+ Living in M6M, M6N, M9N, M9A, M9B, M9C, M8V or M6K? C'mon down to Community Place Hub to get vaxxed RIGHT NOW!! 1765 Weston Road. 1:30pm-8pm TODAY, 10:30am-5pm TOMORROW. https://t.co/YeXOCm9yiG #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 17:28:55,"[ON] NOW ALL TORONTO (M) HOTSPOTS! Grandravine CC (23 Grandravine Drive) 18+ LIVE OR WORK NO OHIP REQUIRED. GOOOOOOO
https://t.co/MVo0dydC7n #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 17:27:56,"[BC] Surrey (E) Walmart (1000 -10355 152nd Street), tons of appointments next week! AZ, 30+! Get booked via: https://t.co/nxk2BN88Ev #COVID19 #COVID19Vaccine #COVID19BC #vhcBC https://t.co/qmBvRjMfCz"
2021-05-07 17:24:59,"[BC] Terrace! So many appointments available at Safeway Terrace (4655 Lakelse Avenue)! Let's get booked! 30+, eligible groups! Book via: https://t.co/37vEjBNool #COVID19 #COVID19Vaccine #COVID19BC #vhcBC https://t.co/KU6QMkfgtg"
2021-05-07 17:22:07,"[ON] LIVE OR WORK 18+ M2R M3H M3J M3K M3L M3M M3N M6A M6B M6E M6L M6M M9L M9M M9N M9P M9V M9W Champagne Centre POP UP NOW until 5pm. 2 Champagne Drive SE Entrance. NO OHIP REQUIRED.

https://t.co/g3dNhebrPW #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
created_at,text
2021-05-09 03:31:33,"[MB] Winnipeg (S) WALMART 30+ hc or 40+
THIS IS THEEEEEE MOTHERS DAY SPOT!!!
https://t.co/YhpIQeUwLn

WHEN I SAY LOCKDOWN 
YOU SAY VACCINATE
LOCKDOWN #COVID19 #COVID19Vaccine #COVID19MB #vhcMB https://t.co/Bavig8ckFL"
2021-05-09 03:23:56,"[MB] WINNIPEG 40+ or 30+ with health conditions
1150 Taylor Avenue
https://t.co/INcjuQisTw
⛱☀️⛱☀️⛱☀️⛱☀️ #COVID19 #COVID19Vaccine #COVID19MB #vhcMB https://t.co/2usdjdMkIv"
2021-05-09 03:20:56,"[ON] TORONTO 40+ #SHOTGIRLSUMMER
SUPER EASY COMMUTE TO EGLINTON WEST TTC 
145 Marlee Avenue,Toronto,Ontario,M6B 3H3

https://t.co/INcjuQisTw
 #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/3yL1POHZim"
2021-05-09 02:50:33,"[CA] Canada who are you still hunting for?
#hunterhelpers
https://t.co/ON5wKCNUaG #COVID19 #COVID19Vaccine #COVID19CA #vhcCA"
2021-05-09 01:19:14,"[ON] 18+ RESIDENTS &amp; WORKERS M9R, M9V, M9W
18+ RESIDENTS OF ALL TORONTO HOTSPOTS
Woodbine Racetrack (555 Rexdale Blvd) 
May 9, 10 a.m. to 8 p.m.

https://t.co/yOxAzuuYBz #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/sdmEZQI29w"
2021-05-09 01:12:14,"[ON] 18+ RESIDENTS &amp; WORKERS M9V, M9W, M9R
&amp; 18+ RESIDENTS OF ALL TORONTO HOTSPOTS
at Albion Arena (1501 Albion Rd) 
May 9 10am-8pm #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/e6B0b24r4R"
2021-05-08 23:56:36,"[BC] KAMLOOPS 30+ (born 1991)
COSTCO this tuesday!!!
https://t.co/LpcySAlTkv
🥃🥃🥃🥃🥃🥃🥃🥃
#shotgirlsummer #genxzeneca 
Near Match Eatery &amp; Public House #COVID19 #COVID19Vaccine #COVID19BC #vhcBC https://t.co/rQudEDwsat"
2021-05-08 23:50:02,"[ON] LATE NIGHT ALERT STILL A HOUR LEFT TO GET VACCINATED!!!
Shoppers Drug Mart Applewood Village just got 330 AZ doses!! 

Walk-ins 9am-9pm starting now until gone 40+
1077 North Service Rd. Mississauga #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 23:32:04,Right now the best way to support us now is to help our friends family and neighbours get vaccinated. https://t.co/oHVZyRKnZw
2021-05-08 23:16:31,"[CA] WE HIT 250k FOLLOWERS ON TWITTER!!!

Thank you everyone again! Wouldn’t be here without you! We wanted to remind everyone that we’re also on Facebook so give us a follow there!

https://t.co/gqZ6VRDA13 #COVID19 #COVID19Vaccine #COVID19CA #vhcCA https://t.co/FUozve9Dol"
2021-05-08 23:00:04,"[ON] NYGH SIGN UP FOR APPOINTMENTS TOMORROW MOTHER'S DAY ACTIVITY!!!!
18+ living in: M2J, M2M, M2R, M3H, M3A. 
https://t.co/1PuxFSJCIM #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/S1hGCfEbtC"
2021-05-08 22:24:01,"[BC] Kamloops! Costco Kamloops, lots of appointments for May 11-14! 30+, AZ! Book via: https://t.co/LpcySAlTkv #COVID19 #COVID19Vaccine #COVID19BC #vhcBC https://t.co/1V2u5QKO8j"
2021-05-08 22:16:51,"[ON] PEEL 18+ LIVE OR WORK! 3 HOURS of WALKINS LEFT at BIC! 6 Lowry Dr. ALL PEEL postals - dress for weather - SHORT LINES!

https://t.co/x9lgUJhSif #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 22:10:17,"[ON] WALK IN ALERT BRAMPTON!!!

https://t.co/Lwpg0eNJQj #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 22:07:49,"[ON] OTTAWA 40+
40+ appts Sobeys Trim!
https://t.co/eVrmqMZDbT #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/tTSSyGa4sf"
2021-05-08 22:00:03,"[ON] 18+ RESIDENTS M3C, M4H
Thorncliffe Park Community Hub 
MAY 9, 2021 starting at 8am

Proof of Residence Required
https://t.co/6FPgPfgvAb #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 21:50:44,"[ON] ST. Catherines 40+ 
Sobeys Glendale &amp; Merritt
https://t.co/INcjuQisTw
⭐️⭐️⭐️⭐️⭐️ #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/nci5BzZWNK"
2021-05-08 21:45:35,"[ON] Niagara did you know there is a STANDBY LIST for vaccinations???
for people 30-49 years old
https://t.co/X1iOHQgwg4 #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 21:45:04,"[ON] STRATHOY 40+
Walmart  
https://t.co/rLR3xX80Tc

Southwestern Ontario ^^^^ #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/48xpPj6x2k"
2021-05-08 21:34:11,"[ON] Bradford West Gwillimbury (18+) LETS GETTER DONE 
only BWG RESIDENTS per the booking site 
May 20th
https://t.co/fyeR6UhMXz #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/wvXCWYzR9z"
2021-05-08 21:21:21,"[ON] SCARBOROUGH POPUPS UPDATE!!! 18+ Residents of M1S, M1V, M1X, M1C, &amp; M1E - see below for details!
https://t.co/xIBqylPwcp #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 21:21:02,"[QC] Montreal - Plusieurs pharmacies ont rajoutées des dispos sur ClicSante, c'est le temps de réserver! Many Pharmacies have gone from ""No Avail"" to ""Availability within 7 days"". Lots of appointments available https://t.co/5WxJ24ruCk #COVID19 #COVID19Vaccine #COVID19QC #vhcQC"
2021-05-08 21:04:13,"[QC] RAPPEL: La vaccination bat son plein pour les 35 ans et plus, prenez votre rendez-vous maintenant! You can make an appointment RIGHT NOW if you are 35 years old or more! https://t.co/5WxJ24ruCk #COVID19 #COVID19Vaccine #COVID19QC #vhcQC https://t.co/cnORcTRPRp"
2021-05-08 20:49:53,"[ON] Albion is still open to those who are eligible!!

https://t.co/NIiaPCcthu #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 20:49:08,"[QC] 35+ Laurentides - Sainte-Agathe-des-Monts - AJOUT DE NOUVELLES DISPONIBILITÉS demain 9 mai, prenez rendez-vous sur clicsante - New appointment slots now available tomorrow only https://t.co/5WxJ24ruCk https://t.co/Cc8T49Md8c #COVID19 #COVID19Vaccine #COVID19QC #vhcQC"
2021-05-08 20:45:24,"[ON] Shoppers Drug Mart Applewood Village just got 330 AZ doses!! 

Walk-ins 9am-9pm starting now until gone
40 years+

Shoppers Drug Mart 507 Applewood Village
1077 North Service Rd. Mississauga #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 20:20:26,"[ON] Strathroy 40+ (West of London)
Strathroy Walmart: 150 Carroll Street East, Rr
Lots of appointments to Choo-Choo-Choose from May 9 to May 12! https://t.co/rLR3xX80Tc
Strathroy Railway Station, 1910
 #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/QBqiwVCF10"
2021-05-08 20:07:46,"[AB] Hinton Major Pfizer drop get it while it's hot!!!
https://t.co/VoVnUpsGgx

#shotgirlsummer #yeg #COVID19 #COVID19Vaccine #COVID19AB #vhcAB https://t.co/UwnfAAypGJ"
2021-05-08 19:58:55,"[BC] Penticton! Safeway Penticton Plaza (801, 1301 Main Street) has lots of appointments to book next week! Let's gooooo! AZ, 30+! Book via https://t.co/INcjuQisTw #COVID19 #COVID19Vaccine #COVID19BC #vhcBC https://t.co/y2XvoXNigi"
2021-05-08 19:56:19,"[BC] Castlegar!! Safeway Castlegar has a few appointments left for next week! Let's GOOOOO! AZ, 30+! Book via: https://t.co/YZr2YYPbsm #COVID19 #COVID19Vaccine #COVID19BC #vhcBC https://t.co/BxHVmSxImJ"
2021-05-08 19:54:12,"[BC] Surrey! Safeway Peninsula Village has you covered for next week! AZ, 30+! Let's get booked!: https://t.co/INcjuQisTw #COVID19 #COVID19Vaccine #COVID19BC #vhcBC https://t.co/eRORcBc7b8"
2021-05-08 19:46:18,"What’s an mRNA vaccine? 
Should my 16 yr old get it?
Which side effects should I be looking out for? 
How do I get my second dose?

Join @AntibioticDoc 
@TheAmirImani 
@MoriartyLab 
@COVID_19_Canada
and Josh Kalpin this Tuesday! 

Hosted by @komalminhas

https://t.co/ymeDjuHZzn https://t.co/ir2xWMBmH0"
